CRASH_DATE,COUNT
2024-06-25,303
2024-06-26,300
2024-06-27,335
2024-06-28,374
2024-06-29,354
2024-06-30,284
2024-07-01,286
2024-07-02,286
2024-07-03,384
2024-07-04,230
2024-07-05,346
2024-07-06,278
2024-07-07,299
2024-07-08,298
2024-07-09,292
2024-07-10,298
2024-07-11,256
2024-07-12,359
2024-07-13,369
2024-07-14,314
2024-07-15,321
2024-07-16,343
2024-07-17,320
2024-07-18,316
2024-07-19,307
2024-07-20,321
2024-07-21,293
2024-07-22,280
2024-07-23,288
2024-07-24,308
2024-07-25,307
2024-07-26,340
2024-07-27,349
2024-07-28,286
2024-07-29,278
2024-07-30,301
2024-07-31,353
2024-08-01,340
2024-08-02,362
2024-08-03,311
2024-08-04,308
2024-08-05,317
2024-08-06,230
2024-08-07,312
2024-08-08,309
2024-08-09,340
2024-08-10,351
2024-08-11,302
2024-08-12,262
2024-08-13,289
2024-08-14,307
2024-08-15,329
2024-08-16,365
2024-08-17,376
2024-08-18,297
2024-08-19,255
2024-08-20,260
2024-08-21,272
2024-08-22,299
2024-08-23,343
2024-08-24,326
2024-08-25,345
2024-08-26,317
2024-08-27,358
2024-08-28,383
2024-08-29,338
2024-08-30,351
2024-08-31,367
2024-09-01,345
2024-09-02,211
2024-09-03,391
2024-09-04,362
2024-09-05,326
2024-09-06,313
2024-09-07,276
2024-09-08,289
2024-09-09,322
2024-09-10,297
2024-09-11,339
2024-09-12,339
2024-09-13,382
2024-09-14,368
2024-09-15,345
2024-09-16,329
2024-09-17,309
2024-09-18,355
2024-09-19,401
2024-09-20,407
2024-09-21,324
2024-09-22,323
2024-09-23,284
2024-09-24,399
2024-09-25,326
2024-09-26,324
2024-09-27,299
2024-09-28,269
2024-09-29,249
2024-09-30,310
2024-10-01,326
2024-10-02,312
2024-10-03,319
2024-10-04,377
2024-10-05,290
2024-10-06,268
2024-10-07,328
2024-10-08,308
2024-10-09,328
2024-10-10,348
2024-10-11,370
2024-10-12,273
2024-10-13,249
2024-10-14,240
2024-10-15,443
2024-10-16,319
2024-10-17,313
2024-10-18,376
2024-10-19,312
2024-10-20,271
2024-10-21,304
2024-10-22,279
2024-10-23,342
2024-10-24,337
2024-10-25,371
2024-10-26,333
2024-10-27,317
2024-10-28,251
2024-10-29,296
2024-10-30,327
2024-10-31,360
2024-11-01,378
2024-11-02,286
2024-11-03,261
2024-11-04,345
2024-11-05,336
2024-11-06,258
2024-11-07,305
2024-11-08,332
2024-11-09,306
2024-11-10,253
2024-11-11,250
2024-11-12,320
2024-11-13,326
2024-11-14,343
2024-11-15,314
2024-11-16,234
2024-11-17,265
2024-11-18,370
2024-11-19,308
2024-11-20,320
2024-11-21,572
2024-11-22,320
2024-11-23,279
2024-11-24,230
2024-11-25,254
2024-11-26,283
2024-11-27,266
2024-11-28,196
2024-11-29,198
2024-11-30,223
2024-12-01,239
2024-12-02,269
2024-12-03,294
2024-12-04,304
2024-12-05,308
2024-12-06,375
2024-12-07,283
2024-12-08,285
2024-12-09,312
2024-12-10,284
2024-12-11,275
2024-12-12,301
2024-12-13,376
2024-12-14,364
2024-12-15,319
2024-12-16,284
2024-12-17,289
2024-12-18,296
2024-12-19,309
2024-12-20,372
2024-12-21,310
2024-12-22,238
2024-12-23,283
2024-12-24,194
2024-12-25,161
2024-12-26,230
2024-12-27,275
2024-12-28,211
2024-12-29,191
2024-12-30,239
2024-12-31,302
